,2022-11-27
2435,"@DKSportsbook Call your Democrats today we need a $2,000 stimulus check with reoccurring payments of $2,000 a month for 6 months to a year not only for the pandemic emergency system crises but for the oil and gas crises of 2023 and the inflation crises no one's helping the American people"
2436,"@TheFungi669 It was quite incredible to see gas prices jump up .40 the week before the election. Once the election was over , they miraculously just started to drop . Kind of like some oil companies were manipulating the market for a U.S. election."
2437,"IDK, maybe they need bigger profit margins because oil and gas production has fallen due to Biden's green energy policy?
https://t.co/6lcBqIYAUP"
2438,"Australian fossil fuel subsidies - $ 10.3 billion in 2020-21
April 26, 2021
https://t.co/6xecFh2xJy
$ 10.3 billion in Government subsidies means that in 2020, every minute of every day $ 19,686 was effectively given to coal, oil and gas companies and major users of fossil fuels."
2439,"When you get locked in, they’ll start making laws and demanding land from you Europe is very very desperate, the west as a whole. Argument that made brexit happen has shown us there’s nothing in Europe, now they’re going after Russia. Oil and gas."
2440,"@70sBachchan @SominiSengupta CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  ,  FOSSILS FUELS"
2441,"@jordanbpeterson The reality of the situation is that world's energy consumption depends on coal, oil and gas. Renewables are the little smudge at the top. https://t.co/gJ1vfpyPrX"
2442,"@Digitaldon11 @sportbible You cannot without Gas and Oil in Europe😂, you cannot go forward😂, So Sad."
2443,"@70sBachchan CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  , FOSSILS FUELS"
2444,Oil and gas drives Carlsbad's economy amid calls to curb pollution in Permian Basin https://t.co/zsf71mBWhg
2445,Over $200 million worth of oil and gas exploration licences were just green-lit in Newfoundland’s offshore https://t.co/YXqrvyTr6P via @NatObserver
2446,"@Jacob_Rees_Mogg Disingenuous article. How the energy markets are run needs changing. Linking energy tariff to most expensive form of energy, gas/oil being way higher than renewables, the key point. So again nothing to do with Brexit. The likes of Moog too personally invested in gas/oil."
2447,"@jeffgoodell CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  , FOSSILS FUELS"
2448,"My updated video of a house in Romsey, where after a meeting with the lady owner, (at Ask The Expert) and providing my personal veiw of her options after years of Aga, electric oil heaters and showers, decided a change was needed after first energy hike in April. No gas or oil https://t.co/OWz1oyrafo"
2449,@irdoodoo Bak kata kau bila kau dah kaya kerja oil and gas kau nak beli semua benda kau tak dapat beli sekarang. Tapi yang ni..... Tak tahulah masa depan nanti dapat beli ke tak
2450,"@picharbonnier @70sBachchan CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  , FOSSILS FUELS"
2451,"“Why is Joe Biden so obsessed with killing oil and gas jobs in America and creating them in Venezuela?” Rep. Thomas Tiffany (R-Wis.) responded to a report about the general license.
 https://t.co/Ib4cvhEmPT via @epochtimes"
2453,"@GretaThunberg @SiemensDE CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  , FOSSILS FUELS"
2454,"@DailyCaller Ticker symbol(DVN)Holding stock
Put in any amount that you can $10,000will make you a millionaire beat the gas and oil Crisis coming up starting at the first of 2023 bead inflation be able to buy gas save the American people no one came up with an alternative fuel to save America"
2455,"@70sBachchan @Insure_Future CHINA RUSSIA BIGGEST COAL  , GAS  , OIL  , FOSSILS FUELS"
2456,"@SohailM44463737 @wbawani2001 @MjKhurramHameed Mobile card, mobile accessories, computers, laptops, books newspapers internet, electricity, gas. Petrol. Lpg, cng, khany ki har chez rice sy ly ky masalon tak or oil sy ly ky dodh dhai sy leky kapron tak kapron sy leky ghar ky pani or agy bhi sunu jahilo 1 mnth bnd kro.phr btana"
2457,"As oil &amp; gas are sold on a global market this will do nothing for energy bills. 

It’s a waste of the taxpayer’s money &amp; a distraction while we should be thinking about a rapid, just transition to renewables 

- a better &amp; fairer energy system for people &amp; the planet."
2458,"@FrankGillilan13 @scottswood72 @PeterDClack @mavericovich007 Synthetic crude oil means a hydrocarbon liquid generally possessing the properties of naturally produced Crude Oil which is derived or produced by chemical or physical transformation of oil shale, coal, natural gas, or extra heavy oil (""bitumen""). 🤷🏼‍♂️"
2459,"Essentials of Oil and Gas Utilities: Process Design, Equipment, and Operations 564ASKS

https://t.co/wVst8caT1t https://t.co/f4PE6grXMr"
2460,"@RBReich Strange eh?  Data shows that four other sectors are doing WAY better than the oil and gas industry.  Answers are in research, not in libturd whining. But I’m sure you will rant about the other industries too. Nah, you’re a Libturd that avoids facts. https://t.co/kszEpcORHb"
2461,AND Oil on the World Market has dropped 45% ....will Electricity / Gas Bills be dropping ?????????? https://t.co/m74VOqvdDJ
2462,"@Aboozar63938117 @MortimerNovitz @araujoadriano95 @apmassaro3 The sanctions are not strict enough. It is estimated that the islamic regime is exporting 2,8 barrels oil per day. Actually the economy of iran is completely concentrated on oil and gas..."
2463,"@bolund F Ö R K L A R A ‼️
D E T T A‼️
- With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector.

KÄLLA: https://t.co/r2ASVXFowo"
2464,oil or gas https://t.co/VAeqb5xCvv
2465,"@tomhfh Wind farms are unsightly and can only exist with proper backup, such as fracked gas (half the carbon of wood chips which are considered “green” [talk about black comedy]) which once a well head is set up is virtually invisible. And we need oil &amp; gas for another 30-50 yrs."
2466,"@Zderzenie2022 @SzSz_velSek #CrimeaisUkraine &amp; #NaziRussia-вон! NEXT #DePutiniZation &amp; 

Victory for All🇺🇦🇷🇺🇺🇸🇨🇳🇹🇼🇪🇺will be to co-create the Great Euro-Asian Gas, Coal,⚛️&amp; Oil Community! #GreenEnergySolidarity #CoFoE 陰陽 Energy, Economic, Interdependence #HumanityFirst 天人感應. https://t.co/uVF4s5eEkx"
2467,"@RussianEmbassy @mfa_russia @FCDOGovUK @BBCWorld @guardianworld @ftworldnews @TelegraphWorld @spectator @BloombergUK @SkyNews @DailyMailUK PS We have several gas and oil sites, enough to manage with for now. Cheers to that 🍻"
2468,"@RBReich You don't know what you're talking about. I work in the Oil &amp; Gas Industry. Profits are up, yes, but costs are also up and we are already Taxed beyond freakin' ridiculous.
If Biden hadn't phucked up the worx when he took over from Trump, we would be in great shape today."
2469,"@R_A_Ziemkiewicz @Zderzenie2022 @POTUS #CrimeaisUkraine &amp; #NaziRussia-вон! NEXT #DePutiniZation &amp; 

Victory for All🇺🇦🇷🇺🇺🇸🇨🇳🇹🇼🇪🇺will be to co-create the Great Euro-Asian Gas, Coal,⚛️&amp; Oil Community! #GreenEnergySolidarity #CoFoE 陰陽 Energy, Economic, Interdependence #HumanityFirst 天人感應. https://t.co/uVF4s5eEkx"
2470,"He is a disgrace. However, so are the main stream media, voters of #ToryFascistDictatorship #ToryLiars, #KierStarmer and big oil and gas companies and their grotesque profits causing the cost of living crisis! We are   fVcked! https://t.co/MwhdbrgeGw"
2471,@BlackKnight10k Really so Biden tells the gas and oil companies what to charge customers does he?...How did you get to be so stupid!
2472,@bbcdebatenight We need more Fracking say the Conservatives….. we have had our own Oil and Gas since the 60s….. why do we pay more for energy than countries in Europe that has none? #bbcdn
2473,oil or gas https://t.co/es7CAAQDLc
2474,"@Daverbillo @GApeach848 @BlackKnight10k Do you realize that the price of oil dropped when the pandemic hit. The lockdowns here and in other countries did not have the need for oil and gas. It was not bc of any of Trump’s policies , it was bc he tanked the economy. Once again presidents don’t control oil prices."
2475,@VP U.S. in a major recession we have no border &amp; while you’re at it @POTUS @vp Turn on America’s oil/gas America needs affordable energy/electricity @seanhannity @USATODAY @newsmax @WSJ @SpeakerPelosi @GOPLeader @ABC @NBCNews @CBSNews @HaroldFordJr @PressSec
2476,@MortimerNovitz @Aboozar63938117 @araujoadriano95 @apmassaro3 It's no existencial problem for the islamic regime in Iran because they are economically independent from the citizens. They just need to sell oil and gas. Same problem as in Venezuela or Russia
2477,"@SomeGumul @tonyszko @wartranslated @NightforceOptx Russia can sell unlimited amount of oil and natural gas to China and India along with other rare raw materials, expensive and rarely available on global market."
2478,@HouseGOP The US is producing more oil then under Trump. The prices of gas and oil are determined internationally. The Republicans should talk with their Saudi friends who reduced production by 2 million barrels a day raising oil prices.
2479,@BarackObama U.S. in a major recession we have no border &amp; while you’re at it @POTUS @vp Turn on America’s oil/gas America needs affordable energy/electricity @seanhannity @USATODAY @newsmax @WSJ @SpeakerPelosi @GOPLeader @ABC @NBCNews @CBSNews @HaroldFordJr @PressSec
2480,"@jsolomonReports Worried that Putin might retaliate for the Nordstream terror attack? 

Best strategy is, not to destroy oil and gas resources of other countries. Too many enemies =&gt; too many risks"
2481,"1/2 Ivan Yakovina (https://t.co/06ZUT3ynw0) predicts the Russian economy will collapse in spring. Several factors lead to this conclusion: the Western embargo on Russian oil, and the ""very bad"" situation with gas giant Gazprom, having lost its main cashcow, the W. European market"
2484,"sthus 2 Set Gas Fuel Oil Cap for Husqvarna 36 41 51 55 254 257 136 137 141 262 254 257 TPQPM0L

https://t.co/SAThROb7Tc"
2485,@ewarren @ReverendWarnock U.S. in a major recession we have no border &amp; while you’re at it @POTUS @vp Turn on America’s oil/gas America needs affordable energy/electricity @seanhannity @USATODAY @newsmax @WSJ @SpeakerPelosi @GOPLeader @ABC @NBCNews @CBSNews @HaroldFordJr @PressSec
2486,@robreiner U.S. in a major recession we have no border &amp; while you’re at it @POTUS @vp Turn on America’s oil/gas America needs affordable energy/electricity @seanhannity @USATODAY @newsmax @WSJ @SpeakerPelosi @GOPLeader @ABC @NBCNews @CBSNews @HaroldFordJr @PressSec
2491,@StewartNial Good. So why not offer you spin on the use of the word 'gone' in the context of that headline in relation to UK's oil and gas
2492,"$EOG

#EOG Resources s'attend à ce que les sept bassins de l'Utica Combo dans l'Ohio «soient sa prochaine zone de ressources premium à grande échelle».

https://t.co/doL2nS9yfJ https://t.co/YE8jQvXIz4 https://t.co/luRQ1wZuwP"
2493,@ILawson27 Scotland doesn't own the the gas and oil and if you say water then Scotland has never exported water
2494,"@Cristi_Neagu @ShelleyWilson30 @DorothyHorrible @ClassicLibScot 🙄

There are literally countries without gas backup and near 100% R

Big oil has a very small share of Rs atm. its a single digit share of their ongoing investment in fossil &amp; they are throwing money at astroturfing campaigns &amp; politicians they can to block faster deployment Rs"
2495,@RBReich maybe Biden could call Trump and see how he got those mean old Oil companies to keep the gas prices so low.🤔🤣🤡
2496,"The climate agenda is a con!! The energy crisis can be solved by using British gas, British oil British coal and British nuclear power!!!!

Michael Gove 'joins Tory rebels who want MORE wind farms' https://t.co/5DEbm5HASZ via https://t.co/LW0zuX2F2z"
2497,"The Biden Administration’s mixed signals to the American oil and gas industry, with frequent blaming of the sector for high gasoline prices and, most recently, a threat of more taxes, https://t.co/aINWCH3cob"
2498,"She undoes her first sentence with the last.  The only places where single payer is NOT a disaster is the Scandinavian nations where the oil and gas revenue helps subsidize costs.  Those nations do NOT cap what a doctor, nurse or specialist can be paid.
Economics 102 https://t.co/DW7kb30e3J"
2499,@WeAreCanProud We must find a balance. Bottom line is it'll be impossible to manufacture all those green gadgets and equipment without oil and gas for the long foreseeable future.
2500,@kylegriffin1 Oil industry is winning. Russia is fully dependent on oil &amp; gas revenues.
2501,"@dad_climate @robbie_andrew The ‘kids’ don’t get it. Transition from fossil fuels is a marathon not a sprint, it would be dangerous for Europe to be entirely reliant on authoritarian petrostates for oil &amp; gas (dangerous enough having any reliance), Norway is a lifeline this winter."
2502,"If we all want to get to net zero without relying on China manufacturing (which empowers an adversary) we will all likely need to subsidize green tech to make it cheaper than oil and gas. EU and Canada should pay their part, not complain about US subsidies."
2503,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility  #世界杯 #棋牌 https://t.co/k1BcTAHF17"
2504,@SenWarren While your at it why don’t you stop the out of control wasteful spending spree you and other liberal Democrats are responsible for? And how about considering allowing clean and efficient oil and gas exploration and drilling in the US? Stop blaming others when it’s your fault.
2505,Some stoves are oil burners; others are gas burners https://t.co/k0CQqb0OUF
2506,Looking for a new role within the Oil And Gas industry? Check out our Canadian vacancies here &gt;&gt; https://t.co/kQg8kzbVJS
2507,"@jurassicHamm @Lelehuwa @nycconservat @joncoopertweets Biden has started the oil/gas war.And making horrible decisions via Obama in his ear buds. 
They are slick. 
Most are Lawyers who Unconstitutionally, make laws to suit their agendas. 
Members of both Parties will be tried for many crimes. Like all of those they accuse Trump of."
2508,"#InvestInIndia

#NewIndia is home to 23 refineries -19 under public sector, 3 under private sector &amp; 1 in joint venture!

Know more https://t.co/lWkVrcZQzG

#InvestIndia #OilAndGas #Refining @drausaf @Economyae @UAEembassyIndia @MohamedBinZayed @HHShkMohd @KSAembassyIND @CICSaudi https://t.co/yfdxfaEcvq"
2509,"#hiringimmediately for HSE Officer.

Location: Zirku Island

Duration: 5 Months(renewable Salary: To be discussed upon interview

contract)

Qualifications:

Bachelor's/Diploma in Engineering

or Equivalent

At least 5 years' experience in oil &amp;

gas

ADN…https://t.co/MelL3mReab"
2510,"@TheEconomist wars in the middle east are ending, now it is time for another front with a larger scale that will generate more money &amp; sales of weapons especially when there is Gas &amp; oil. Ukraine, as one pointed out is the next Syrian scneraio for many years to come."
2511,"Vintage Railroad Engineer Long Spout Oiler Oil Can 21” marked machinist thumb https://t.co/OWzEPQooGS… #eBay via 
@eBay  #collectibles #Vintage #Railroad #RR #engineer #Oil #OilCan #Machinist #Mechanic #Gas #eBay #rusticrelics #train #trains #railway https://t.co/3vKzVVS8o9"
2512,@kilmeade Doesn't more oil supply = lower prices and isn't high gas prices one of the complaints the GOP ran on?
2513,@BigJeff15916448 @nipomo357 It stops trading December 14. MMTLP is a dividend placeholder. It represents 3.2B barrels of oil and 6T cubic feet of natural gas in Orogrande basin proven by U.S. Geological Survey &amp; State of Texas.
2514,@GreySunset72 @rebekahtackett @OccupyDemocrats Listen there was always fluctuations in gas and oil prices. Back in the late 70’s gas went from .35 cents a gallon to over 3.00 a gallon during Nixon. Schools in NJ had no oil for heat in February schools were then closed for a week. Bread and Chopmeat prices hit the roof.
2515,"@Chadyrov11 Yup, right.  Russia ran out of ammo and weapons and missiles and food and oil and gas and gold and diamonds... right before February 24th, 2022 https://t.co/INWj4P3VWC"
2516,"@elrick1 Yes you colonial serfs should just shit up and do what England wants - keep the oil, gas and whisky flowing or it’ll be the Black and Tans next for you jocks"
2517,"I'd go for Taiyo Oil, than buying gas. ANY DAY. @TaiyoPilots https://t.co/4yBgJtJPJs"
2518,"@FukBidens @ToAbbasGlory So let me get this straight, you don’t think we’d be in just about the same situation right now had Trump still been president? What do you think gas would be a gal? You do know oil is global commodity correct?"
2519,@VEtFeMaLE @LeahPimenov Biden policies have crippled this nation he doesn’t believe in gas &amp; oil he wants electric everything were not ready for that yet so everyone suffers he’s spent Billions in Ukraine his orchestrated war &amp; blames everyone else for all his failures &amp; this is the result ( he’s nuts)!
2520,@AFP Biden would rather negotiate with hostile dictators than update our refining infrastructure and produce our own oil and nat gas in the USA . 🤔
2521,"@EU_Commission @vonderleyen Until you start bombarding russian`s infrastructure, nothing will change. You will feel sorry for Ukrainians, and russians will continue killing Ukrainians with weapons on the oil and gas money they still trade with the world."
2522,After Biden Denies American Oil Permits - Joe Turns Around and Plans to Hand Them Out to Chevron for Socialist Venezuela https://t.co/bm2bebrE31
2523,@CalliFanciulla The EU has woken up to the fact that the U.S. is making huge trillion dollar profits from the Russian-Ukrainian conflict  through their War and Big Oil industries and a  main reason  that the U.S. wanted war was to replace Russian Gas to Western Europe by American suppliers.
2524,"@ArkayEsq @magnus3366 @JohnnaCrider1 Hah thnx for letting me know. First oil and gas tried their best to bring Tesla down, then Russia with spaceX. Perhaps they can cope with a couple of negative folks posting slander without ability to provide any quotes to support claim. Still waiting."
2525,"⁦@JoeBiden⁩ @WHCOS ⁦@amoshochstein⁩ ⁦@JimCramer 
#MVGA
WHY DO DEMS ♥️ DICTATORS⁉️
F U America🇺🇸 🖕🏼 No Clean Cheap Oil &amp; Gas⛽️ for you. No Good High Paying Jobs For Americans🇺🇸.  IF MARXIST DEMS CARED ABOUT EARTH WE WOULD DRILL CLEAN OIL IN USA WHERE EPA REGULATES. https://t.co/3UAFzJk2kn"
2526,Bayram to Geneva to participate in two meetings on the oil and gas file  #AkhbarAlYawm  #أخبار_اليوم  https://t.co/Dki1YmmXTe
2527,"@Stockfttp @ShelleyWilson30 @DorothyHorrible @ClassicLibScot Increasing renewables will only exacerbate the problem as they are heavily dependant on natural gas. You literally cannot have renewables without natural gas backup.

Also, news flash, Big Oil is investing heavily into renewables. What are you talking about?"
2528,"@faeelin @amartology @yarotrof But you understand that the world is interested in cheap Russian resources: oil, gas, uranium. Putin was selling it with good discounts, so no one was interested to question his legitimacy or pay muc attention to the Russian protests."
2529,"#bbcLaurak Transportation another Tory / Margaret #Thatcher  privatisation Fu*k-Up 
BP oil 
British Gas
Electric sys
Water
Telecom 
Selling off Housing 
NHS
Schools 

All the above made profit, which was feed back into Gov Coffers, that how they run .. now they invade taxes"
2530,"I love it how this concrete cleaner says that ""1/4 cup can clean 55 feet"", but I've already used 1/2 cup to clean the same amount of area.

This concrete is too dirty from gas and oil lol."
2531,"⁦@JoeBiden⁩ @WHCOS ⁦@amoshochstein⁩ ⁦@LHSummers⁩
#MVGA
WHY DO DEMS ♥️ DICTATORS⁉️
F U America🇺🇸 🖕🏼 No Clean Cheap Oil &amp; Gas⛽️ for you. No Good High Paying Jobs For Americans.  IF MARXIST DEMS CARED ABOUT EARTH WE WOULD DRILL CLEAN OIL IN USA WHERE EPA REGULATES. https://t.co/PWBHbrLeSW"
2532,"@RBReich Ever heard of supply and demand. 
The number one oil and natural gas producer in the world - the U.S. - stopped producing.
Why?
Some dumbass in the White House."
2533,"Que no puedes vivir del petróleo para siempre.
https://t.co/aULTnloVRD"
2534,@AlokSharma_RDG @NormaBa59850955 Your Party has just slapped a higher level of windfall tax levies on renewable energy than it has on oil and gas. 🤷‍♂️ https://t.co/wJWzWXNNxk
2535,"@GetTheLeadOutCA Psychopaths from AB purposely run over the handsome Big Horn Sheep with their pickup trucks! Climate change has occurred because N America keep selling &amp; shipping out coal, oil &amp; gas to other countries. N America can do better but don’t!!!"
2536,@JohnBent11 @ILawson27 Scotland doesn't own the gas and oil so how can Westminster steal it
2537,@VEtFeMaLE Because Biden is paying off his son's debt to the Ukrainian oil and gas companies he stole from. Biden trying to keep Hunter alive.
2538,"Not simply oil execs. Having worked in oil and gas exploration in BC, I can assure that these people believe that they can determine time zones wherever they are. https://t.co/OrRbCuRTwE"
2539,oil or gas https://t.co/IRBxVQYWrG
2540,Dail Forex Signals https://t.co/jQv6sV5cRY Subscribe for daily forex signals including oil and gold. Gas signals coming soon #forex #fx #forexclass #forexstrategies #fxsignals #liveforexsignals #forexclass #forexsignalssms #forexstrategies #ForexSignals
2541,"@DawnieR2 Well, your lot raped Scotland for its oil and gas, Wales for its water, coal and steel.  I think you got the better of the ‘arrangement’."
2542,@ILawson27 Except its not scotlands oil and gas so how can Westminster steal something that's not even yours and what other assets is Westminster stealing
2543,Looking at the current much lower world prices of gas and oil compared to where they were a year ago but the high prices we the consumer are still paying the obvious question is @ofgem what are you actually for? https://t.co/qeEPM3KYrO
2544,"@Booker4KY We need politicians that are against communism not sell them our land, natural gas refineries, and sell them our oil reserves"
2545,"@GenAsimMunier You are Right sir, Retired army officers didn't giving us over right. 2/3 retired officer working in Polish oil and gas company PGNIG branch Karokot kirthar range district dadu @GenAsimMunier"
2546,@FoxNews JUST KEEP RIGHT ON PUSHING FORWARD MUSK BECAUSE IT'S DEFINITELY WORKING I TRULY BELIEVE PEOPLE OUR STARTING TO SEE THE REAL FACTS AND TRUTHS ABOUT THE OIL AND GAS AMERICA IS BUYING FROM COMMUNIST COUNTRY'S AND MAKING BILLIONS OFF THE AMERICAN TAX WORKING PAYING WORKING FAMILIES.
2547,@wrysyp @StephenKing I really hate this war. So many have died when the majority of the west just wants Russia as a friend who supplies their oil and gas needs.
2548,oil or gas https://t.co/fx2YsSKN1x
2549,@Marcusdstewart @DanielTMurray Presume a storage and cost issue. Oil easier to store for us now than gas. Impossible at this stage to get access to an LNG tanker/floating storage. They’ve gone to our more needier friends in Europe who’ve bigger clout.
2550,"The Navajo Nation made a deal with the Russian Government, for proof go to Russia Today and type in ""Orange Animas River"" BY STANLEY REED AND FRANCESCA JONES #DAPL https://t.co/NGhNoFKumN #MMIW @Oil and gas workers, losing their jobs as fossil fuel investment wanes, find work i…"
2551,@bavris1 @arabin_patson @christiancalgie Thanks to oil and gas exports because of Russian invasion of Ukraine do you mean? Does that count as Brexit bonus now? 😂😂😂😂
2552,"@BlackKnight10k yep but now that elections are over, be prepaired for HUGE gas price hikes.  

See bidens been dumping the Strategic oil reserves at up to 50% of market value to keep prices down (and help the top 6 oil companies make record profits).    but the reserves are critically low."
2553,"@JamesMelville PLEASE PLEASE SEE THIS:
PLANNED ENERGY CRISIS BROUGHT TO YOU BY PFIZER:

With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector.

SOURSE: https://t.co/r2ASVXWryo"
2554,"@ZuzuPetals20 @seanhannity @SaraCarterDC Thanks, though please list five things that have brought America to the brink, brink of what. 

Economy - World 
Inflation - World 
Gas and oil price - World 

Please list what items, what?"
2555,@ILawson27 Its UK oil /gas
2556,Some stoves are oil burners; others are gas burners https://t.co/7kQqedjyI4
2557,"The Sharm el-Sheikh Implementation Plan made a breakthrough on support for climate victims, but avoided confronting the oil and gas sector #COP27 

https://t.co/RWYmEFfu0m"
2558,"@RBReich Who created the gas/oil problem?  Wasn’t them. Let them drill here at home, u know the largest oil reserves that lie here in the world. Stop buying from overseas and acting like we are saving the planet somehow."
2559,"@toadmeister @steve_causecall it was hot.
but it's just weather. 

scrap every car in UK and Stop Oil &amp; gas next year

it could happen again. Volcanos wild fires sun activity   all out of man's control 

2003 was hot
1976 was hot
2021 THREE record cold months 
@bbcweather
Trust science &gt; https://t.co/JGS2GwHsen"
2560,Nigeria is a gas nation that has crude oil on the side
2561,Venezuela takes first step out of political stalemate - This is just a show of false unity in the hope of getting access to billions in frozen assets. President Nicolás Maduro was not a signatory. Also it’s a means for Biden to get dirty oil &amp; gas.  https://t.co/oCA4eUeoh9
2562,"@MetPoliceEvents Lets be careful out there .I would personally send these activists to Russia, as Putin is switching off pipelines of gas, and oil to Europe . They'll feel at home there. He's stopping oil and gas. https://t.co/xrTdsfG5U7"
2563,@ffweekend I TRULY BELIEVE THE BIDEN CRIME FAMILY HAS SOLD OUT THE AMERICAN PEOPLE WITH THERE SWAMP OF DEMOCRAT POLITICIAN IN WASHINGTON I TRULY BELIEVE AND IT DEFINITELY LOOKS LIKE IT WHEN WE HAVE CHEAPER AND BETTER OIL AND GAS RIGHT IN AMERICA WE JUST DON'T HAVE THE LEADERSHIP.
2564,"@Aftonbladet HÄR ÄR ETT AVSLÖJANDE - ENERGIKRIS?!?! : With 31 Covid-19 related patents published between 2002 and 2022, Pfizer Inc holds the most number of Covid-19 patents in the global Oil &amp; Gas sector.

KÄLLA: https://t.co/r2ASVXFowo"
2565,"@Munku1 @ONS That’s the month on month growth, but going in the right direction.
Not sure if the gas and oil exports are real sustainable growth? 
The value is much higher due to temporary? energy prices, and some is as ours we have to export for storage, as we cut ours!"
2566,"Aug 2022:

""U.S. occupying forces steal more than 80 per cent of Syria's oil""
https://t.co/vjONyyhVFu

Nov 2022: Ukraine:

“The country that is most profiting from this war is the U.S. because they are selling more gas at higher prices... and more weapons""
https://t.co/HSSOQvfSjG"
2567,@MattWallace888 @MattWallace888 when elon concentrates his efforts on - water purification ...next world war will be about water.Aside from his electric vehicles / if he could craft oil / gas alternatives that run cars etc...where drilling is not needed ? that is Edison worthy..
2568,"#DigitalTwin #Oil and #Gas Transformation. Sign up for this 5 days Mini MBA training program by Tonex. https://t.co/DJy177s6Nk  Available Online, Onsite and Live Online. https://t.co/XGDYRNa9O5"
2569,"“EurAsia is forging an alternative currency. It is backed by Chinese economic power and key commodities of the Global South － especially gold, oil and gas. The race is on.” https://t.co/PNeMeUmHIm"
2570,Oil and gas drives Carlsbad's economy amid calls to curb pollution in Permian Basin https://t.co/ptfxEnHMde
2571,"@GBNEWS Do they understand that, Africa, a massive continent, is busy dragging itself out of poverty? 
It has a very long way to go and will use all the fossil fuels it can. 
They’ll burn coal, oil and gas in vast quantities for years to come"
2572,@FaisalRazi14 @MuzzammilAslam3 Mijhe samja den November SE February tak LNG kis price me le us ka impact kya howa .koi bhe new oil &amp; gas ka meahada howa
2573,"CNPC's Tarim Oilfield constantly increases oil, natural gas output - Global Times https://t.co/uhuSt80H1J"
2574,"@forpetersake It is important to realise that the coal &amp; oil mining process is extremely inefficient and requires massive Carbon foot print to transport to its final destination. 
So while oil n gas try to pull the wool in the end they will lose. 
EV, Battery and solar adoption is exponential"
2575,@sax_yak @QTRResearch @Mark_J_Perry Can we chalk it up to price-gauging on behalf of the medical and education industries? Big oil gets that treatment every time there’s an increase in gas prices.
2576,"@MinionsRaven @yonnimus @SlavinGerard @damian_from Aug 2022:

""U.S. *occupying forces* steal more than 80 per cent of Syria's oil""
https://t.co/vjONyyhVFu

Nov 2022: Ukraine:

“The country that is most profiting from this war is the U.S. because they are selling more gas and at higher prices...""
https://t.co/HSSOQvfSjG"
2577,"@DanielTMurray Coal to oil. Marginally less bad.
Even coal to gas would be moving from one GHG-emitting fossil to another.

Solar in Ireland is terribly inefficient - CF 15 in the ""sunny"" SE.
OFFSHORE wind? CF 60. 

Ireland will keep failing while sponsoring fossil fuels."
2578,"Terrestrial Laser Scanners [TLS] • Which scanner for Oil &amp; gas As-Built - price concern: Dear All,

I would like to ask, which 3D terrestrial laser scanner is got the lowest barrier for accuracy meet to use, for As-built modelling in Oil &amp; gas… https://t.co/Kpcr4aGQPh"
2579,"https://t.co/kLoUowdBuv
Cenovus
At least 3 layoffs in trading this week.
#cenovus #layoff #layoffs #huskyenergy #canada #jobcuts #calgary #alberta #oott #petroleum #oil #gas #fracking #oilandgas $CVE $xom #huskyenergy $hse 🤖"
2580,@StateVoter @elonmusk https://t.co/wqHtoJf3lM
2581,"No.-one is running out of oil and gas: governments are choosing to reduce usage anyway and Russia is blocking supplies. But EU countries have access to coal and shale resources, why not use them? https://t.co/YI8GbbtJ4x"
2582,"Enter FREE TRADE Agreement Among ALL @G20_India  COUNTRIES 

Enter No WAR PACTS Among ALL @G20_India Countries 

Produce GAS OIL ETHANOL Solar Power Wind Power Hydro Power Biomass Power Hydrogen Power SeaWaves Power Gold Diamonds Platinum Silver Copper Nickel"
2583,"https://t.co/1LYPQUKZXJ
ExxonMobil
People with Disabilities and XOM
$XOM #layoff #layoffs #Exxon #ExxonMobil #texas #jobcuts #Houston #energy #oott #petroleum #oil #gas #fracking #crude #oilandgas #thelayoff 🤖"
2584,"automobiles, run our businesses and keep the lights on in our homes for more than a century. Even today, approximately 80% of our energy demands are met by oil, coal, and gas. + https://t.co/YigmQhjVDe"
2585,@supwithdz Turkey reselling Russian gas and oil https://t.co/WJ0O8A8t8m
2586,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility https://t.co/aNLUSYApNu"
2587,"@jordanbpeterson @BjornLomborg Jordan, my opinion is that climate change myth had an altruistic albeit naive origin. Peace on Earth. If fossil fuels are eliminated in consumer goods, then the power of being an oil or gas producing nation becomes irrelavant. Most human areas have quick access to electricity…"
2588,"Let's TaKNOWm: A Series of Environmental Awareness
CHAPTER 10: FOSSIL FUELS

In the world's energy systems, fossil fuels like coal, oil, and gas have monopolized and still do. The combustion of fossil fuels has supplied the vast majority of the energy used to power our + https://t.co/LHBWAzx5og"
2589,"https://t.co/MJoqCA8gd8
ExxonMobil
Salary merit raise
$XOM #layoff #layoffs #Exxon #ExxonMobil #texas #jobcuts #Houston #energy #oott #petroleum #oil #gas #fracking #crude #oilandgas #thelayoff 🤖"
