,2022-11-28
3101,"@donamaria86 @SteveoEvans @TheSportsGuy76 @FoxNews Biden is letting Venezuela produce oil again, Gas and oil prices will fall drastically, followed by Inflation. Only thing left to get Biden with is the Flimsy Laptop which will lead to nothing,(Like Benghazi, Clinton Emails, Obama Birthplace,the Russian Steele FBI Investigation)"
3102,"And will kill innocent people. Foreigner want oil and gas I keep telling you this, they’ll do anything to avoid chaos in Nigeria and this is the killings you’re seeing. When you come out and protest and get arrested or killed, that’s gagging they’re covering a boiling pot."
3103,"@igorsushko Wow.  This assassination is actually a sign of Russia's weakness.

Without oil and gas Russia would be toast as a country.

There has to be a way to get off their hydrocarbons!"
3104,"@piper1233 @RepAndyBiggsAZ Exactly, it’s not about drilling for oil to lower prices for Americans, it’s about securing additional potential for profit while people are mad about the price of gas."
3105,Public Relations: Crisis Communications Oil and Gas Industry (€94.99 to FREE)  https://t.co/aiwyp9NC3K
3106,"India stocks were higher after the close on Monday, as gains in the Oil &amp; Gas, Auto and Public Sector Undertakings sectors led shares higher. https://t.co/jjFoUCd3kG"
3107,"@HarunaNAbdullah @georgegalloway @timand2037 @VanessaBeeley @snarwani @RT_com The highest concentration is in Benelux.
There is NO oil and gas fields in Benelux."
3108,"@NikkiHaley TRUMP CUT OIL PRODUCTION-

Exposed: The Trump, Putin &amp; Saudi Connection to High Gas Prices , by @Thom_Hartmann https://t.co/QDGodehyMN"
3109,"@benbawan USA is a land with massive natural resources in terms of  farmland in the Mississippi delta, gas in shale areas away from dense population centers and oil in the gulf of Mexico, etc. Europe has navigable rivers and farmland but not the plains of the mid west."
3110,"We must #stopfundingfossils to tackle the #climatecrisis, but fossil fuel companies in the UK have over 30 new coal, oil and gas projects in the pipeline.
Join me and tell the government to immediately stop all new #fossilfuel extraction projects: https://t.co/3RmuKg5oGP https://t.co/tePTYl0PBe"
3111,"@POTUS For gas cars they track emissions from oil well to exhaust pipe.
For EV they ignore construction and energy production and just say “zero emissions”"
3112,"@RepAndyBiggsAZ Talk to your buddies in oil and gas sitting on over 9000 leases and doing nothing with them. OR, do you want to nationalize the oil and gas industry???"
3113,#Equinor #OdfjellDrilling #Oil #Gas #OOTT https://t.co/sROAr20vID
3114,"Join our conversation today at 12pm EST / 7pm SAST / 8pm EAT.

Last week we hosted a space to #SupportEACOP with @Rahma_Nantongo, @elisonk, @JasonA_Ross, and a number of prominent members of the Ugandan oil &amp; gas community.

Today we are honored to speak w/@Princymthombeni of 🇿🇦. https://t.co/zC7qrxENXD https://t.co/jhfXIVjGM3"
3115,Public Relations: Crisis Communications Oil and Gas Industry https://t.co/MJy90JWLkt
3116,#UkraineWar Do you think Russia would have same isolation level as North Korea had they not found any oil/gas reserves on their land? Or would they be more willing to align with west as well instead of antagonizing anyone who opposes them
3117,"@cdtplug @SkyNews Again pointing out the obvious from working on oil rigs, refineries to gas services &amp; lorry drivers delivering fuel.
Their unions fund the Labour Party &amp; we have Starmer saying he will not go to Qatar but don’t hear him stating we will stop importing their LNG &amp; paying billions"
3118,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/rOQJzabAbW
3119,"HE Dr Diamantino Pedro Azevedo, Angola’s Minister of Mineral Resources, Petroleum and Gas, and OPEC SG HE #HaithamAlGhais held a bilateral meeting in Luanda, Angola. They discussed oil market developments and explored possible ways to … https://t.co/iqPfUECbzO"
3120,"So far, the only thing the EU leaders have agreed upon is that they want something they can all call a “cap” to look tough on Russia. It doesn’t matter if the final product looks more like a unicorn or, increasingly, a bit of a chimera, writes @JavierBlas
https://t.co/sTY1zb1zqL"
3121,"@POTUS Biden,. You're signing an oil deal with Venezuela?  A country that's one of the worst human rights abusers in the world?  Dictator Maduro has aligned himself with Russia, China &amp; Iran, our enemies! No oil &amp; gas in the U.S.? Once again it's America LAST!!! . . PRS (P. Rev. Soc.)."
3122,"@JavierBlas Major oil and gas companies are proposing to the government to offer TUR...
 https://t.co/3Ul5iAAUmp"
3123,@SonjaMa91376459 @CarlWebbJR @GrandOld_Grumpy @Hqdepot1 @JamesBradleyCA I guess the record profits that the oil companies are making has nothing to do with the gas prices.
3124,"My HP gas regulator was creating some noise and soon i unplugged it, i noticed bearings weren't working after which i visited local hp agency(RAMCHANDRA GAS AGENCY 813102)and showed him everything,he just simply replied ""replace nhi hoga,oil daalo isme)@hpgasservices @HPGasIndia https://t.co/tntfO5pmcH"
3125,"@POTUS Too many DC MAGA Trump politicians are immoral idiots, w/o any plan to stop inflation! But you sir, got gas down to $2.30 at the hacked CCM! Will greedy oil tycoons take the price down at the pump?"
3126,@DoctorGerhard But sad for russians with cheap gas and oil https://t.co/8vLxW9JNFX
3127,"@deputyrobward Another idea, as I never believed they would ever ban, is to have the government force public disclosure of any Jersey entity connected with or involved in the financing of *new* coal, oil or gas projects. Don't we have a right to know who's using Jersey to threaten our future?"
3128,"It’s crazy to me that in dead silence, I can hear the faintest noise. I can hear a gas leak on a flare line standing 20 feet away on an oil pad out in the elements, but whenever I’m alone in the pickup the volume is absolutely maxed 😂😂"
3129,"Biden’s Bizarre Oil Diplomacy
Hey! Mr. POTUS we have #Oil right here in #USA 
Sending U.S. TAX $ 2 Communist Countries?
Their Murdering-Terroristic Leaders will Welcome it.
@Morning_Joe @FoxNews @ABC @CBS @MSNBC @PBS @CNN @washingtonpost @nytimes @THR #PetrolDieselPrice #gas @DNC https://t.co/fXTvr54lYW"
3130,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/Z52X9BUA3M
3131,"#COP27 climate summit missed chance for ambition on #fossilfuels, critics say https://t.co/8dtJyRaoRi"
3132,"@SenateGOP .

GOP math never adds up.

Oil giants rake in record profits

https://t.co/tBaKnAtVBB"
3134,Full reversal on oil prices. Gas and diesel prices not following along just yet. https://t.co/6cfsKEgX6B
3135,"@npcwill283 @Mikelamp1969 @Alindapenya @TheMarco @BlackKnight10k Remember when Trump convinced the Saudis not to produce so much oil, so prices would stop falling?  Remember when he wouldn't let anyone in the room when he was having meetings with the Saudis? You think that might have anything to do with rising gas prices after he left office?"
3136,"Javier Blas Hot Take 🔥: There is a deep pointlessness to current negotiations on oil and gas price caps intended to hurt Russia (1 of 7 worth your time)
https://t.co/MIpvXKOZE8 https://t.co/TySpttecC8"
3137,"We all must support, donate 2 ⁦@HerschelWalker⁩! Warnock voted 4 climate chg taxes @ the pump, starting 1-1-23. He voted 4 reduction in Medicare in Biden Bill, taxpayers 2 pay for $430B for climate chg, but no oil/gas 4 Americans! He is hurting ppl! https://t.co/gfbjXDFYx3"
3138,"Dick Cheney's 2005 energy bill: ""Paragraph (1) of section 1421(d) of the Safe Drinking Water Act (42  U.S.C. 300h (d)) is amended... [to exclude] the underground injection of fluids or propping agents pursuant to hydraulic fracturing operations related to oil, gas...production"""
3139,@PaulMcLennan7 How much of that investment relates to offshore oil and gas production.
3140,@twhitter Well I did write Ron Joyce's autobiography. These Tims were in gas stations and the coffee would be used as an oil substitute.
3141,"@IriLuun @slrdriving @joncoopertweets My gid wtf are you on,bidens not at fault for everything you just said,his policies alone are what did it all,the deal with stopping carbon ect oil gas. And going all electric on electrical grids that cant take it,doing stuff that takes years to adjust to,not on first day as pres"
3142,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/mFg6PHEzEd
3143,"@PickardJE Qatar that has the oil and gas not the UK, money talks in the end...The UK needs a bit of education."
3144,"@francis_scarr Thank you for warning. The same could happen to the Russian banking system, as soon as the exports of oil and gas to Europe will stop ;-) Who needs Russia then?"
3145,"Fatih Dönmez, Turkish Minister of Energy and Natural Resources said that ""more good news can come"" regarding the country's natural gas and oil discovery works. #Türkiye #gas #oil https://t.co/1tCHonIxYg"
3146,"@Synchronicity34 What a load of poo, most if not all charging hubs have connected solar and batteries to offset high grid usage. As @bobbyllew said it's just FUD spread by the very scared oil and gas companies."
3147,"Among sectors, 
Auto, Oil &amp; Gas and Energy indices rallied most whereas Metal stocks corrected sharply over 1%

#nifty #DowJones #banknifty #StocksToBuy #mumbai #optiontrading #investing #breakout #Bangalore #irfc #market #mondaythoughts #verifiedbysensibull"
3148,"@saintjavelin @PeterOlsson Did Russia trade the towels for oil &amp; natural gas, with China and India?"
3149,"Europe and the US are deep into the hunt for elusive oil and gas price caps to hurt Russia. They're likely to end up with something like a chimera, says @JavierBlas https://t.co/7mRg0eeLer via @opinion"
3150,"@delexplorer @AVindman By lying ? He covered up for American Elites corruption in Ukraine - Romney ,Kerry, Pelosi, Biden - all had sons making millions - selling oil and gas while pushing for a green new deal. Wake up"
3151,"If you really want to get ahold of inflation, start drilling AMERICAN OIL! Diesel and gas is the major driver of inflation! https://t.co/p8ndzGy8l7"
3152,"Told you so...
US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month

https://t.co/XdtmvzNwvw"
3153,"@adamwenn100 @zaktivist @sheepherd3r @rachaelvenables @LBC They're against expanding oil and gas, which has nothing to do with idling traffic."
3154,@carlquintanilla The price of oil is down but when will gas prices fall equally? What about diesel and home heating oil?
3155,"@slrdriving @joncoopertweets The only things you mention that helped America are things that he inherited from his predecessor. You're blaming Biden for high gas prices, but try to understand: oil is high WORLDWIDE."
3156,"Polska chce maksymalnej ceny za rosyjską ropę na poziomie 30 USD. Niemcy forsują cenę 65-70. USA i OPEC wyśmieli propozycje Niemiec, ponieważ Rosja po takich cenach sprzedaje już ropę do Indii i Chin. https://t.co/2kOlCaRNNG"
3157,"War in Ukraine: Parisian drivers react to gas prices as world oil prices rocket • FRANCE 24
##stop_war ##ulraine_war ##QatarWorldCup2022 ##ukraine ##war ##war_footage
https://t.co/3XfdNTNruK"
3158,"Although gas prices are higher than they ever have been around the holiday, prices are still falling below where they were just weeks ago, according to AAA. https://t.co/Irn2S9knDC"
3159,"Weird how everyone has stopped talking about gas prices.

Weird how prices dropped after the midterms.

Just .... weird.

https://t.co/kjPi8wh2dt"
3160,"@carlquintanilla Again, for the 184 time, will we see the equivalent drop in gas prices at the pump, as we would see instantaneously if the price of oil went up one dollar?!?! Do people track those results to prove how that industry screws consumers every day?"
3161,"Seven days that could unravel the global oil market
via @AcademicLounge 
#energy #EnergyXPrix #Oil #gas #LNG #Russia #Ukraine #USA 
https://t.co/PA10oEbhg1"
3162,"“The Biden Administration’s mixed signals to the American oil and gas industry, with frequent blaming of the sector for high gasoline prices and, most recently, a threat of more taxes, are not motivating U.S. producers, either.”  https://t.co/PzHF3bD0B6"
3163,@OneMurphy @RickSan60731938 @POTUS Let's start with Natural Gas and Oil.
3164,@kngmao @MTorranceAB @CanadianPolling When was the last time they asked Trudeau a real question ? Trudeau’s the one raising taxes and is openly hostile to oil and gas and agriculture now. Are you awake ???
3165,Can heat pumps replace fossil f... https://t.co/3BSMdVQsNC
3166,"Flashback to a project near Barnhart. WTB is your premier HDD Company. We feature the latest equipment &amp; tech. We install gas, sewer, water, fiber, &amp; pipeline. We have a versatile fleet that can handle all of your company’s boring needs. #oil #energy #hdd #westtexasboring #gas https://t.co/2MYXn1SkwX"
3167,"On the other hand, the Oil and Gas index declined by 130bps.

The local bourse closed at 47,554.34 points as Month-to-date (MTD) posted green as it gained 850bps or 8.5%. Accordingly, the Year-to-Date (YTD) return of the market strength- ened to 11.3%.

#marketupdate #businessday"
3168,"@JustStop_Oil @DailyMailUK @metpoliceuk So what is your solution? Ban oil and gas and then what? We live off synthetics for everything we wear , travel in and to communicate so what is the solution to replace oil?"
3169,"@WHCOS Hmmm - still at $3.69 here, not exactly a headline.  We’re paying over $6.00 a gallon for heating oil.  More than offsets any small reduction in gas costs"
3170,"@WHCOS The truth, everyone knows when you start heading into a recession the first thing to fall is gas and oil prices. https://t.co/Q5flMElyOZ"
3171,"@mfstern Right? Out here where 1/3 of total oil/gas production comes from, our low price is now $2.85/gal at Sam's. Others just now back under $3 after Saudi's attempt to influence our recent election  (erection?) w/ their ""cutback"" announcement. Meanwhile we're all being GOUGED. PERIOD."
3172,"@mattyglesias I agree with President Macron. And remember, “Blue Hydrogen” is a damn ruse by the oil and gas industry."
3173,"It's about time that Ontario teachers speak up!

‘My pay is going into this destruction’: Ontario teachers decry new pension board members with oil and gas ties https://t.co/3eqedA058i via @NatObserver"
3174,@IriLuun @slrdriving @joncoopertweets Biden stopped gas line construction. Stopped domestic oil drilling. Yes the president damn well can affect gas prices. Ignorance and stupidity cannot be tolerated.
3175,"@IriLuun @slrdriving @joncoopertweets Lmfao, where did you hear this? Trump handed him an energy independent country. Gas under 2.00 and inflation around 1.2 Biden would rather buy Russian oil at a higher price and fund a proxy war. Do yourself a favor and stop quoting CNN MSNBC"
3176,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month =&gt; https://t.co/vICm6gG0fz
3177,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/C6rUy1GKJu
3178,"@1824JWilliams @JacHavok @real_defender @POTUS There are plenty of EVs with over 50K that didn’t even go to service ones. Why? Less moving parts. No oil changes, lubricant applications, and even breaks don’t wear out as fast due to regenerative breaking. Practical $0 maintenance. How about your gas car pal?"
3179,"Pakistan minister heads to Russia for oil and gas talks -source 
https://t.co/HPZFgqSV0k"
3180,"""غازبروم"" الروسية: يحق لنا خفض أو قطع إمدادات الغاز إلى مولدوفا في هذه الحالة https://t.co/re4aWmSckJ"
3181,"@OriginClear -&gt; $OCLN 

Invest In Water

Like Oil And Gas

https://t.co/m9Yz7UnBGg

@chazzsheen3 
#pennystock 
#STOCKTRADER
#Traders 
#Investment 
#StockMarket 
#Investor https://t.co/iasKEhSrU6"
3182,The current national average for gas — $3.55 per gallon — is well over the previous Thanksgiving gas high with 2012 seeing $3.41 averages.    https://t.co/y7hWg4MU5R
3183,Cramer’s lightning round: Northern Oil and Gas is not a buy https://t.co/1KEu6IGIqA #stockmarkets #markets #business #energytransferlp #jimcramer #businessnews #northernoilandgasinc #tellurianinc #axonenterpriseinc #investmentstrategy
3184,"@Blackhorse_ts1 @SamRamani2 No seriously; what do you do with crude? It doesn't mysteriously catalyze or spontaneously become gas, naphtha, bitumen, etc. It requires refining, a huge process. 
The article claims the US is taking the oil to use at a 'base'.  It details nothing more."
3185,"A #Hydro skimming refinery has crude distillation unit, a vacuum #distillation unit, a catalytic reformer, and hydrotreating units for treating the naphtha, distillate, and vacuum gas oil fractions. 
Follow: https://t.co/LF6Pm7KEsL"
3186,"@AITCSanghamitra @MamataOfficial @AITCofficial @derekobrienmp @madanmitraoff @ItsYourDev @aitcsudip @TrinankurWBTMCP @DrShashiPanja @Tanmoy_Fetsu @NilanjanDasAITC On Saturday #Bengal's State Minister for #Industries and #Commerce announced that Bengal will host two G-20 summits. One in #Kolkata and other in #Siliguri. Bengal will be a leading supplier of Oil and Shale Gas in the future.
#BengalMeansBusiness #egiyebangla #IndiaWantsMamataDi"
3187,"@officialcalor  is now available in our Oldham branch! Warm up your homes and workplaces this winter with ease 🔥 - https://t.co/ZztawIsKvB

#gas #oil #fuel #heating #heat #fifa #kickoff #kickingoff #worldcup #hire #building #builder https://t.co/Ksk5kGDsgF"
3188,"Gainers Losers: 10 stocks that moved the most on November 28 - Except metal, all other sectoral indices ended in the green with oil gas up 1.5 percent."
3189,"Happy Monday! There are a lot of winners of the recent Oil and Gas Boom. But, one subsector seemingly got left out of this unprecedented upsurge 👉 https://t.co/jm1wyKv3Bf

#EquityResearch #oilandgas"
3190,"@POTUS No one says evehicles don't have a place but @JoeBiden's Administration doesn't get to mandate that these are our only option while choosing to destroy our oil &amp; gas industry. You're trying to cross a line that we didn't give you the authority to cross.
@AP @congressdotgov @GOP"
3191,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/s1qYEDI02C
3192,"@IriLuun @slrdriving @joncoopertweets No, he handed Biden a energy independent net exporter of oil and gas (first time in 80years) We set the market much to the dismay of Russia, Iran, and China all countries that hate us and Biden bows down to and buys their oil at a higher price instead."
3193,https://t.co/c6YC7IKT1C
3194,"@imacelebrity @MattHancock Yet you Tory bastards will have us eating insects with your policies, fraudulent funding to friends and supporting oil and gas companies. Fuck the Tories!!!!!"
3195,US oil prices have fallen to their lowest level since December 2021 on fears that protests in China against COVID-19 lockdowns will dent demand. https://t.co/93Z3z0bKfh
3196,"RT @cnnrss@mastodon.world
US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month

#oilprices #usoil #gasprices
https://t.co/tnN1G7v5sn
https://t.co/061ySl5lRU"
3197,"Gas struts consist of a precision rod attached to a piston, moving within a sealed cylinder that contains pressurized nitrogen gas &amp; oil. 

They provide lift assistance &amp; counterbalance to applications via a push or pull force that acts around a pivot axis&gt;https://t.co/WdAkAkQvnY https://t.co/gaP9gEZLpS"
3198,"@SteveHofstetter A new boogeyman? Gas is 450 a gallon here and it was 2.30 per gallon in 2020. When we drill oil again, and become energy independent again, then u have room to talk. Do u watch fake news or real news darlin? I recommend switching from fake news ;) facts are a good thing."
3199,"@EarthshotPrize The Gods who created and manage this Universe (aliens) made oil, gas, coal and minerals.
Please use these energies. Gods recycle the landfills, trash, plastics, waste, sewage, and the dead body of water creatures under the crust to make oil, gas, and minerals."
3200,"Karna hal itu user² disini pada protes dan kemungkinan besar projectnya bakal di cut bulan desember bsk. Maybe i'll become jobless again bec their stupid management.

After i leave from this oil&amp;gas company, i'll never apply on BUMN. it's enought, i've learn manythings here"
3201,@EarthshotPrize Global oil and gas prices and electricity prices jack up because nuclear power plants worldwide are nearly all broken and unable to generate electricity.
3202,@antonnewcombe @JeffAndDonkeys There’s nothing about drilling for oil that’s saving the planet. They’re giving people in the US a reason to spend money on something other than gas.
3203,@cdtplug @SkyNews That might help you see better and also imagine the oil &amp; gas sector unions also funding the Labour Party and its leadership.🤷‍♀️
3204,"The next theater of war will be transferred to the Arctic because of the huge deposits of oil, natural gas and the opening of sea trade routes from the melting of the ice. The interests of major powers (Russia, USA, China, Canada, Nordic countries-EU) are directly involved there."
3205,"Oil Slumps to 2022 Lows, Gas Prices Extend Slide On China Covid Crisis https://t.co/kq1H87YWjS"
3206,"@Eddystone506 @Arron_banks Yup, the offshore oil &amp; gas supplies look a better, but more expensive. If only Maggie had set up a national wealth fund, it could have underpinned renewing the economy instead of destroying it. Shopkeepers daughter thinking?"
3207,"#Economy
#Technology 
#Neutral
$GETY 
2022/11/28 21:00
Weld County looks to oil and gas as it struggles to recover
https://t.co/Q7zdTn4i64"
3208,"Daily (28.11.2022): #Oil prices fell by 2% on Friday due to concerns over weaker #demand and a potential #cap on #Russian #crude #oil #prices
https://t.co/H5MwOyV9r0
#Brent #WTI #Gas #Power #Carbon"
3209,US gas and oil exploration. That authority is only vested in Congress under the Commerce Clause. Wake up McCarthy. Stop the grandstanding or republicans will throw all of those grandstanding politicians. We want real action not grandstanding. You have the power to do it.
3210,"Texas added 2,800 upstream oil and gas jobs last month, according to industry group analysis-HC:https://t.co/AXojucC8vh"
3211,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/popnlGw0Ku
3212,"@RepAndyBiggsAZ Republicans lifted a 40-year ban on oil exports in 2015, American oil has been priced on the international market… https://t.co/WDsHuHGxYS"
3213,"@Theobius Tamara Lich balancing chakra? Omg, are you serious? I can’t think of anything more troubling to my psyche, than having HER stand over me waving crystals. That’s friggin hilarious! From gas/oil to chakras. I think I’ll pass. 😂😂😂"
3214,"@amir43345 @vander_klis @WBHoekstra My country's government's war crimes, treason, and lies including its aiding and abetting of al Qaeda and ISIS in Syria on behalf of the apartheid, expansionist, terrorist zionist regime and for the greed for oil, gas, wealth and power."
3215,"El BEH septiembre 2022 de CORES incluye las tablas 📊 de #estadísticas, #petróleo y #gas en Excel 
CORES HSB September 2022 is published with Excel files including statistical #oil &amp; #gas tables 📊 
https://t.co/4LSVwdbdOb https://t.co/AhtLp8Vyqn"
3216,"It's been a good week for millions of drivers across the country traveling for Thanksgiving. Although gas prices are higher than they ever have been around the holiday, prices are still falling below where they were just weeks ago, according to AAA.

https://t.co/cOaZJWKfSF"
3217,"BSE midcap and smallcap indices added 0.7 percent each. On the BSE, the oil &amp; gas index rose 1.5 percent and the auto index added 0.6 percent,  but the metal index was down 1.4 percent."
3218,"L&amp;T bags Rs 1,000-2,500 cr worth orders for its hydrocarbon business https://t.co/JFtLK7BWmj via @ETEnergyWorld @larsentoubro @BritishGas @Shell @ONGC_ #hydrocarbons"
3219,"@lrigney40 @robreiner Let's recap ""the first time...

Record low unemployment 

Record high stock market

Record low oil and gas

Record low illegal immigration....

It all must have been so traumatic... https://t.co/3ptWurthay"
3220,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/popnlGNBC2
3221,The latest The Cyber Security in Oil and Gas Daily! https://t.co/LniFQP0Z5a #cybersecurity #security
3222,"Multifunction Liquid Sucker,Universal Car Pump Liquid Gas Manual Fuel Oil Water Hose Transfer Manual Sucker,with 2M Syphon Ho KEF56IK

https://t.co/eipK9PuPsl"
3223,@StanVoWales @Prime_Time_100 Can theylend us those water cannons and the tear gas. We have Stop Oil protesters and rioting illegals to deal with.
3224,"Merged together. Oil and Gas Signals.  OUR LAND has one of the first chips ever. Inland, Columbia 
https://t.co/VoCnORgNKW"
3225,"@RachelNotley Tell us your plan again, oh yeah higher taxes, less rights, less jobs, a higher carbon tax, you want to put in a PST. You want to eliminate all oil and gas production, and go to all renewable for our power. You want to pick the dumbest ideas in every category. Go away, get out!"
3226,@RepAndyBiggsAZ https://t.co/K1dnfte1bE. Tell oil producers.
3227,"WE CAN'T have oil, coal, Natural gas, free speech, legal guns, closed border, police, non-indoctrination of our children, true science, True News, true genders male and female, religious freedom, gas powered vehicles and now, not even Maine lobsters at Whole Foods wake up America https://t.co/LNHqmkMCxi"
3228,"@fredric_parsons @HansRama1 @tominco @elonmusk The EV craze has created an expensive &amp; unnecessary industry - many years too soon for our society. Just because you CAN do something, doesn't mean you SHOULD. Even the term 'fossil fuel' is misleading. All organic matter, under pressure and time create coal, natural gas and oil."
3229,"@BlackKnight10k Hey, oil has declined by 40% to $73/barrel yet gas remains near 3.85. it's all bullshit"
3230,"@CryptoMan976 @Bitboy_Crypto @kevinolearytv Join the Help-A-Vet challenge, which provides everyday help and gifts to veterans, such as a grocery gift card, oil change or a gas fill-up to say thank you to veterans.
$MIL #MIL #MilitaryFinance #ETH #BSC #Ethereum #MultiChain #Veterans #FirstResponders"
3231,@ZeitlerDianne @TypeACommentary @FoxNews You mean the strategic oil reserves? That is not what I am talking about. That is a problem. That is for America security and time of war and national disaster. It's not for lowering gas prices.
3232,"@NicholasTyrone Let me explain —

Keep Selling Oil and Gas."
3233,@IriLuun @slrdriving @joncoopertweets Keep drinking the Biden Kool aid. Presidents do have control over oil and gas prices. Biden's policies is what is driving high gas prices. Research it but use a different media than the Biden administration itself for information. But sheep usually just follow along.
3234,"@bamthemexican @SHrulespope @ChipsLasagne @JustStop_Oil @RishiSunak Intermittency is a different issue. When renewables are operating, gas plants aren't. Renewables directly save gas, which is equivalent (but better) than just producing more gas in the first place. And actually, many renewables are quicker eg solar."
3235,"It indicates the federal govt. failed to ensure private developers provided financial security to remediate sites. 

“We as a society need to get a better handle on what it costs us to support mining industry and oil and gas industry,” David Livingstone https://t.co/aSWCUdugyE"
3236,"@NancyHeady For heaven's sake, we started researching solar &amp; other alternatives in early 1970s and the Republicans, in coordination with the  [SUBSIDIZED] oil &amp; gas industry, opposed &amp; blocked it.

We'd be further otherwise.

Oil &amp; gas STILL subsidized.

Not end oil,
INCREASE ALTERNATIVES!"
3237,"@rovercrc Join the Help-A-Vet challenge, which provides everyday help and gifts to veterans, such as a grocery gift card, oil change or a gas fill-up to say thank you to veterans.
$MIL #MIL #MilitaryFinance #ETH #BSC #Ethereum #MultiChain #Veterans #FirstResponders"
3238,@zayehalo @stonecoldone57 @JoeBiden https://t.co/Af1xD5KEQ0
3239,@debcurtis613 @PatPanActivist @joncoopertweets And Democrats have worked tirelessly to make sure we don’t drill for oil and have to beg the Saudis for lower prices and more supply. The high price of gas is a hundred percent because of the policies of the Democrat party.
3240,"@HSaqor @_usogui @Jmanriquez_21 @sportbible You think you can buy everything with money. Lmao, you guys will be forgotten in no time. Nobody will want your oil and gas anymore."
3241,US oil prices are at their lowest level in nearly a year. Gas is down 6% in a month https://t.co/vvINQgOkts
3242,"If you would like to support ordinary people who are (quite successfully) pressuring the UK Government to stop new oil and gas licencing, please either:

1. Join us on the road: https://t.co/10QCZesOPY
2. Or back those who can: https://t.co/R1973DHHAK

#JustStopOil #ClimateChange https://t.co/MLnN1IuoEl"
3243,@saxena_puru - Thought you might find this interesting considering your short position on $XLE and the oil/gas stocks. https://t.co/m19rYCp9Zc
3244,"Hashoo Group - Wikipedia (Wikipedia)

Hashoo Group is a Pakistani conglomerate company which is active in hospitality, oil and gas...

Add your highlights:
https://t.co/zBLNCZxEiY
 #javascript #js"
3245,"@ChipsLasagne @randomworldprod @SHrulespope @JustStop_Oil @RishiSunak The end of the last ice age, pre historic man polluting the place with their gas guzzling SUVs melting ice in Antartica causing sea levels to rise 400ft, entire continents gone all because they wouldn't give up those pesky polluting gas guzzlers.
Oh wait my bad that was natural."
3246,"@scottmelker @jameslavish Join the Help-A-Vet challenge, which provides everyday help and gifts to veterans, such as a grocery gift card, oil change or a gas fill-up to say thank you to veterans.
$MIL #MIL #MilitaryFinance #ETH #BSC #Ethereum #MultiChain #Veterans #FirstResponders"
3247,@jaemekon @LambleyB @CentreGround6 How? Russia has literally been pulling out everything straight from the Nazi and Hitler playbook. Genocide? Check. Propaganda in Media to demonize all other countries? Check. Cut of gas and oil supplies to other countries? Check. Torture and executions of civilians? Check.
3248,@YALiberty slash military spending - drill for gas and oil - that will lower the deficit and fix the supply side energy inflation.
3249,"Government gets Rs 5,001 cr dividend from ONGC; total dividend from CPSEs reaches Rs 23,797 cr so far in FY23 | #ETEnergy https://t.co/JKaTJVsJ0M"
3250,@Kerin66 @IanJon407 @UBSixT @nannycrin This only reveals how untethered Remainers are from reality. Inflation is expected to decline significantly mid 2023. It’s being caused by EU dependence on Russian oil and gas. The supermarket shelves are full. Fake Remainer panic
3251,"@Roshan_Rinaldi Oh stop with the drama. Everybody said, "" Oh Trump is going to get us in WW3 Nah, that didn't happen. He met everyone. The boarder was secure, detained in Mexico first, he was almost done building the wall, gas,food, etc were good prices,we have our OWN oil, but you blame Trump"
3252,"Italy plans to introduce a 50% tax in 2023 on the excess profits of energy companies that have benefited from a sharp increase in oil and gas prices, Reuters ."
3253,"It's been a good week for millions of drivers across the country traveling for Thanksgiving. Although gas prices are higher than they ever have been around the holiday, prices are still falling below where they were just weeks ago, according to AAA.

https://t.co/YHN6MQJ6QH"
3254,"CNBC Oil Expert responds to CNBC Scripted Question about Rising Gas Prices ""We are Dealing with an Artificial Scarcity issue with Oil"" a Fancy way of saying Rising Oil Prices are due to Big Oil Mega Corps and OPEC+ Cartels Manipulating Gas Production to Markets... 🤨 https://t.co/PitSEBF9ID"
3255,"@ErrolWebber @POTUS Actually fractured shale oil/gas is crazy prevalent in America. The associated natural gas condensate/liquids are a great feedstock for distillates like diesel fuel, which is used in transporting goods. Problem is these wells aren’t profitable below 50 dollars a barrel.🤷‍♂️"
3256,"OMV’s geothermal experts welcome first results

To view article please click here: https://t.co/Db6IkEU1o0

#storageterminalsmagazine #tankstorage #oil #chemicals #gas #tankterminals #bulkliquids #tanks #storagetanks #storageterminals #liquids #storageterminalsmag #news"
3257,"Aerospace, automotive and oil &amp; gas keeping charter brokers in the air https://t.co/uuKbM74XIv #Logistics #airfreight"
3258,@ha31917865 @hotrocks1977 @POTUS Gas prices are not set by the president and oil companies are STILL raking in record profits. Trump gave nuclear weapons to Saudi and negotiated with the Taliban rather than the Afghan government. What did Biden do with weapons? You live in a world of Fox fear mongering.
