,2022-11-24
2747,"@CarolineLucas This may come as a shock to you, but oil &amp; gas firms don't use the o&amp;g they produce.
You do.
If anyone is wrecking the climate, it is you.
Please stop driving, going by bus, train, plane or ship, using plastics, pharma, wearing synthetic clothes or cleaning your teeth. 
OK ?"
2748,"@TheEconomist @NicolaSturgeon Oil, Gas, Wind is the reason Scotland isn't allowed to leave. I'm use it isn't the Haggis, Kilts and Bagpipes."
2749,"“The Alberta government says it plans to legally challenge the federal government's cap on oil and gas emissions, arguing the cap would violate provincial jurisdiction.” https://t.co/IjQ1k3vg8L"
2750,#开云体育 Some stoves are oil burners; others are gas burners https://t.co/oAmO8Kdas4
2751,"@John4W1ck @DrBothina @NancyFaeser But Putin still a life 😒😏
And i hope Germany and all countries who didn’t respect Qatar  and they think they against human rights boycott oil and gas from GCC country and Russia can u 
😉"
2752,"@DijikVan @AZgeopolitics And where would the alternative oil/gas come from?
US? Middle East?
U guys are about to realise that US screwed u Pretty badly!!!
Deindustrialised Europe is what US wants!!"
2753,"@PaulMitchell_AB @BernieSpofforth All bs and inside jobs to ban Cryptos and move in their CBDC'Z!
Since no tactic worked to stop Russia from being paid for their oil &amp; gas during war times Governments can abandon their fiat currency and instantly switch to an ""Emergency Currency of their choices!"""
2754,"@TylerKirsch10 What lies am I spreading?  Specifically. Because I’m prepared to defend anything I’ve said. Cons talk about oil and gas. Who initiated and got the ONLY major pipeline in that last 50 yrs? Notley…the TMX. You have to look at facts, and at what the UCP are actually doing."
2755,@Junglem71721433 @bayraktar_1love Good idea let them take over Ukraine then they have all the grain to feed the world and all the oil and gas then they can charge what they like and we be worse of while putin gets more money yeh best idea I've heard yet
2756,"I've noticed a strange pattern. I get the impression that some believe both:
1. Progressives (or Trudeau) are turning Canada into Venezuela.
2. Canada has abundant oil, so the government should intervene in the market to keep gas prices low for Canadians.

Irony is dead. Discuss."
2757,"It's more expensive because oil corporations are price-gouging Americans for gas, therefore, the grocery store chain has to jack their prices for transporting their products.
Stop spreading lies. https://t.co/3unLD2oor8"
2758,"@trevir3 @ACTBrigitte I saw the gas debacle of the seventies.  Same shit, different decade.  Depend on foreign oil.  Screw the economy.  Happened again with fj b."
2759,"@CarolineLucas @BusinessGreen Your MP pension &amp; everyone else working in this country is funded by investment in the FTSE 100. The FTSE is primarily oil, gas &amp; mining. Words don't wash. Need to rethink your strategy."
2760,"Kolmani Oil, Gas Projects Attract Over $3bn Investment In Fossil Energy – Buhari https://t.co/iFeGIvPcH4 via @Africanewseye"
2761,"What is Engineering Construction? It encompasses the construction of structures for the oil and gas industries (both onshore and offshore), power generation (conventional, renewable and nuclear), processing and manufacturing industries and water and environmental works. https://t.co/8VwYRQ2yOD"
2762,🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖North Sea oil and gas producers try to head off windfall tax
2763,"@JeremyVineOn5 It's suppose to be a Union of equals! The question what you the media should ask, why is Westminster allowed supremacy over Scotland? Hardly equal! Westminster is scared of losing revenue from oil,gas and whisky. England haven't got anything to replace that."
2764,"@TiceRichard Forget it.  My family has been in oil and gas for over 100 years.  Shale gas is very marginal.  And with the taxes, just forget it."
2765,"We import gas, oil, electricity and coal.
We closed our coal mines.
We've sold off our energy companies.
We refuse to frack.
Create the demand and you create a profitable market."
2766,"The #RenewedHope2023 action plan covers Oil &amp; Gas, Education, Health, Transportation amongst others. https://t.co/oDZ4ALGmwS"
2767,"@Andrew06182312 @BigM24s @terryflewers So you’d prefer us to spend oil &amp; gas money from strict regime states like UAE or Saudi Arabia instead? huge fan of using revenues generated by our club to fund new investments within the club. Spending has not been an issue under the glazers, senior mngment decision making has"
2768,🛢️Amigos muy buenos días ☺️ #FelizJuevesATodos A continuación los precios del petróleo y gas natural a esta hora #WTI #Brent #NaturalGas #24Nov #Oil #oilprices #petrolprice #thursdayvibes #business #BREAKING https://t.co/hA9DFrbGFj https://t.co/PUF539p5ab
2769,"Register now &amp; prepare to attend the 11th Practical Nigerian Content (PNC) Forum which will take place in-person safely &amp; securely between 5-8 December 2022 in Uyo, Akwa Ibom State, to gain access to High level Authorities within the Nigerian Oil &amp; Gas Industry.

#PNC2022
#NCDMB https://t.co/FD9zFw1HGG"
2770,@sophielouisecc Compare that to an oil spillage or a massive explosion from a gas rupture or a mining disaster such as the tip at Aberfan. A small fire is nothing.
2771,"@CanaryAndy @BevWatkins6 @Artfulhenparty @MarkVipond @MrHarryCole No, since 2016 investment in Oil and Gas fell from £4bn per quarter (8%) to just £0.6bn (1.1%) - a long term decline in that sector. If that extraction investment is excluded, UK business investment in Q2 2022 was almost the same as in Q2 2016, instead of the 6% on your graph."
2772,"@vonderleyen Yet you are supplied Russias gas and oil though anothe murders family run dectator Europe's newly found valued partner Azerbaijan.
Turkey, Azerbaijan and all other dictator circle are having fun time on experience of Europe.

Have a nice day madam."
2773,"Read more:  https://t.co/xEeXuog0Ur Oil &amp; Gas Infrastructure Market revenue to cross USD 1,115 Bn by 2030: Global Market Insights Inc.

@Kinder_Morgan @SchlumbergerBC 
#oilandgasinfrastructuremarket #oilandgasinfrastructure #infrastructure"
2774,"🏴‍☠️ New Ofgem figures are a stark reminder that the energy bills crisis has not gone away. 

It is plain wrong that Rishi Sunak is giving multi-billion pound tax breaks to oil and gas companies - money that could be used to help families… https://t.co/PhLOW654Vk"
2775,"The same Germany that import Russian oil and gas and pay in Roubles, fueling the war bills and buy as much coal as they can import. https://t.co/0GwhcYF5k6"
2776,"@tobylitt @XrRebel @XRebellionUK Sucks, but you do realize they can’t produce solar, wind or other “clean energy” without oil and gas yet right? It’s just not self renewable. Watch Planet of the Humans to get the real story. Good luck with that. God bless."
2777,"#Oil and #Gas #Pipeline #Leak #Detection #Equipment Market
#Equipment Market is #segmented by #location, by type, by #Equipment and by #Region.
@Schneider 
@Siemens 
Get Detailed: https://t.co/HTB5HTBbRx https://t.co/J0h5NTKZZ1"
2778,"@VitalisPaolo @AZgeopolitics @todorov_denis Oil and gas is running out ? 
Yes it can happen !

Russia has at times been on par with Saudi Arabia as the world's largest Gas and Oil producer only lacks a war between Iran and Saudi Arabia before everything can colapse ""completely""  https://t.co/cpP5yMgMw4 https://t.co/acJ0wOylPX"
2779,@Cornishview And Ms Fish wants to discontinue North Sea oil and gas production!
2780,"retinol niacin dua produk ❌
retinol niacin satu botol ✅

masih dapet spot oil lagi, gas ga sihhhh

SHOPEE: https://t.co/XBowNgbxCa
TIKTOK: https://t.co/oMarncYWkC https://t.co/rL8k2JcRhw"
2781,@JoJoga_Oil Gas TP
2782,Like oil gas whisky fish water energy food tech industry even people in tartan etc-no nation has proportionately lost more than the Scots-but I suspect you know that and have a cunning plan to get us out 👍 @SSalyers2 @Scotpol1314 @jbwhitesnake @tallyanne1 @CRobertsonUK https://t.co/oEJ6uP1hCa
2783,"@JamesMelville Alternatively, legislate to remove all planning constraints on oil and gas exploration whether onshore or offshore."
2784,"@GermanAmbUK @RegSprecher @BorisJohnson This is straight out of the Russian propaganda ministry. 

Here is the reality 👇

https://t.co/yTggdN1ikM"
2785,"Buchholz Relay is a gas and oil actuated relay for liquid immersed power transformers and reactors with conservator. The device is intended to detect the following: Gas release from the unit to be protected, Oil surge from the tank…https://t.co/uOKwyQQbT1 https://t.co/DaqtiZhgAn"
2786,@JeremyVineOn5 Forgetting Oil &amp; Gas or Fishing &amp; Agriculture or our history in Engineering Ms Muldoon only has to look across the Irish Sea to see a country the UK left impoverished turn into a success story in less than 3 generations🤔😷
2787,⚡️⚡️Peskov: Putin issued instructions not to export oil and gas to countries that put a ceiling on prices
2788,@arvg1 @TalkTV @JuliaHB1 Oil. Gas. Water. Renewables. Hydro. Hydrogen. Tidal. Look up the live grid. You are importing 10% of your electricity from here. Up to 20% at times. Enjoy your blackouts and droughts if you want to cut us off entirely. Little England. A sad marooned deluded faded former power. 🧐
2789,@TalkTV @JuliaHB1 Would be interesting to know which MPs have a commercial connection with the oil and gas industry.
2790,🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩🍪Amin Nasser tells FT the west needs to continue investing in oil and gas until renewables can address disruptions
2791,"@VioletaGarin @sherryrehman It’s been 27 COPs and we still have no declaration to phase out fossil fuels.  
Fossil fuel lobbying is a powerful force but the science is clear. We cannot keep expanding oil &amp; gas!
There is no time to wait. https://t.co/NzjqnvW9U9"
2792,#Nigeria begins drilling in first #oilfields in northeast region https://t.co/vDMXmbJpBg #Oil #Gas #energy
2793,"@mat_schmaltz @StephenPunwasi I agree, if we had embraced oil &amp; gas development we could have solved many of these problems (norway is a petrostate)"
2794,"“There were also at least 636 fossil fuel lobbyists attending #COP27, of whom 70 were linked to UAE oil &amp; gas companies.”

Fears over oil producers’ influence with UAE as next host of Cop climate talks https://t.co/Rr0VYsKNVJ"
2795,"@TiceRichard The inescapable, undeniable fact is that the UK's Oil &amp; Gas Authority now called ""Transition"" (to NetZero - there's a clue) as part of their green policy prevented tiebacks to allow North Sea energy suppliers to access the UK, forcing us to import. That's undeniable. https://t.co/yXXrs3kGCy"
2796,@CarolineLucas @BusinessGreen Please keep highlighting these issues that don’t get the attention they should.  Is there a record of which MPs have a vested interest in the oil and gas industry?
2797,"@BonginoReport Gasoline is so expensive because oil is in short supply, but yet gas stations aren’t running out of gas.   So where is all the extra money going."
2798,@DoombergT I do believe Mr.Biden was calling for these same windfall taxes on American gas coal &amp; oil firms.
2799,"This is not legal because the United Nations and US are involved. Are the world s money. Not China s money.

And they are not cheeper then oil or gas. 
They are more expensive and low quality (short term use). 😎 https://t.co/LstIVhpTYZ"
2800,"Yg aku tau goldspot, forex, palm boleh scalp ambik keuntungan masa graph naik atau graph turun...  bursa saham? Oil &amp; gas?"
2801,"£20bn to be spent on decommissioning North Sea oil and gas installations in the next decade, predicts Offshore Energies UK 
#UK @OEUK_

https://t.co/qeASqEVH95 https://t.co/TnBT5OdUfx"
2802,"I thought Europe had plenty of energy in storage. The boasts were everywhere and markets removed the risk premium for oil, diesel and natural gas. 

So no problem https://t.co/gM7M1vActZ"
2803,"@iealondon @matthewlesh While the Chinese &amp; Indians are buying the oil / gas , Saudis putting the bite on the USA, they’re not going to suffer. You can chuck all the money you like At Zelensky, it’s only making Europe poorer."
2804,"@Nudaveritas20 @ShankHu15 Russia already said , they will not sell oil at cap price .
Russia is redirecting gas to Asia .
You can’t sustain your economy if you pay four to five times more for your energy than your competitors."
2805,Oil and gas majors: time for a transformative clean energy deal?
2806,"#开云体育   https://t.co/QABT6XDBtT
Decide away stay scene gas oil dark.
💘🤏💯😝🤐"
2807,"@DagnyTaggart963 @ShankHu15 Exactly, my dear!
That's why Russia shouldn't sell then oil and gas. The strategically right move would be to ""starve"" your enemy and let them collapse.
I know it sounds terrible but that's the smart thing. You can't negotiate from a weak position."
2808,@AZgeopolitics Oil price is already dropping. Gas is more a problem in the EU.
2809,"#GlobalData กล่าวว่า...
อุตสาหกรรมน้ำมันและก๊าซมีภาคส่วนหนึ่งที่ลงทุนในเทคโนโลยี Blockchain พุ่งสูงขึ้น 216%
ในไตรมาสที่ 3 ปี 2022

โดยอ้างอิงข้อมูลจาก GlobalData
https://t.co/R7RLEfJe5h https://t.co/YVl7GB55Lc"
2810,@Abdulrahman_G_z @m_alsulaiti2022 @NancyFaeser I assume without having oil and gas your civilization will be wiped out immediately. Only a matter of time.
2811,"@Nudaveritas20 @ShankHu15 There is very little Russian gas is supplied to Europe at the moment, they are buying Russian gas from other countries at a high premium, the same with oil from India .
Without cheap Russian gas ,European industries will move or go bankrupt,either way it is a disaster for Europe"
2812,"@black_cavendish It's very scaleable - but some politicians and oil &amp; gas companies are trying to force it into applications where it doesn't make sense. It's overhyped, but still very scaleable and will be a huge industry soon."
2813,"From the Editor: What OPEC’s output cuts means for #LNG
 👉 The spectre of strengthened cartel #power in the #oil market should raise concerns over the persistence of oil price linkages in LNG trade.
Read #GasInTransition by #NGW 👉 https://t.co/k89yq98WeQ https://t.co/eBTTXy7773"
2814,This reminded me of oil and gas law. Good days. https://t.co/van5363yss
2815,"@darrengrimes_ And luckily, gas, oil and coal never harmed anyone ever..."
2816,@Heid_oil @sjwright1957 @EgdonResources @zakmir @TopTradersADVFN @OGJOnline @OilGasTracker Remember #EDR is an #Oil &amp; #Gas Provider is at the well head for production &amp; has assets not on the balance sheet &amp; is on partnership deals with a lot of companies expecting huge finds including yours
2817,@AamAadmiParty @raghav_chadha Raghav is educated but tries to play dumb about his knowledge on international market prices for crude and gas ⛽️. The price of petrol is cheaper in India compared to develop nation and some oil producing countries
2818,@Tomcatbtc @mackpl1981 @J_Deroko Russia is most corrupted and poor country in this part od world. Russia has a lot of oil and gas for all world and good education but politics are very bad because don't know how use this treasure. If you want live in this part of world good luck but most of people don't.
2819,Well that’s it then now we know that Scotland is colonised by the English and have no say in their own future so Westminster can just keep pumping oil and gas to keep filling their black hole budgets of their making by giving public money to their families and friends
2820,"@JohnBeathoven @David__Osland Tory govt delayed lockdown/ closing pubs etc repeatedly. Long expensive lockdown govts own fault.
Energy prices rose 4% in France, 6% in Germany. UK never used Russian gas.  Thatcher privatised energy, leaving us at mercy of big oil.
People don't use food banks to 'save money'"
2821,"OPEC daily basket price stood at $85.19 a barrel Wednesday, November 23, 2022 – EN

#latam #energy #oil #gas #renewables #climate #opec #environment

https://t.co/W2IWbztX4s https://t.co/zcxR7gOngJ"
2822,For sure. Someone may say we don't have oil and gas but Malaysia and Singapore did the same transformation in the same time nrm has been in office https://t.co/ELs1aoAZGp
2823,"@DagnyTaggart963 @ShankHu15 We having a saying in Sweden: a desperate man finds creative solutions to his problems.
Russia has made a lot strategically wrong moves throughout this entire war. Selling oil and gas to Europe when they most need it is another strategically wrong move."
2824,"@NEWSMAX Why is it the climate people are against oil and natural gas, but only in their own country? Isn't this like Martha's Vineyard being OK with illegal immigrants until they show up there?"
2825,"@business If EU always bow to pressures from the U.S. on its diplomatic approaches to other parts of the world, why would China or anyone else bother talking to the Europeans seriously anyway? Grow some balls and forge own path, getting ripped off by Americans over oil&amp;gas enough already"
2826,"Check out 'Des entreprises tunisiennes au salon #Libya Oil, Gas and Renewable Energies' on Kapitalis website https://t.co/S4AiSugbM2 https://t.co/zXXgafM6gE"
2827,"La rusa Gazprom fija como prioridad la producción de GNL
-
https://t.co/IU7ggmTwQk
-
#news #energy #GNL #Gazprom #oil #gas #markets #economy #investment"
2828,"@Nudaveritas20 @ShankHu15 It isn’t this winter which will be horrific for Europe , it is the next one .
You cant run economy on super expensive oil and super expensive gas , everything will collapse ."
2829,"Angola Oil and Gas 2022, will host a Ministerial Panel where regional energy ministers will discuss how both Angola and the African continent at large can harness its vast oil and gas resources for an energy secure future.

Read more⤵️
https://t.co/oE03muf2wc
#ECPNews #AOG2022"
2830,"""The government says it has a fiscal hole to fill yet continues to subsidise oil and gas through tax breaks and financial support to the tune of billions of pounds"" https://t.co/34Q35LkhDJ"
2831,"@rass_monifa @avisval @Virginuncle @BrownBishop01 @Yemihazan How will they know? Even Nigeria Excess Crude Accounts balance as at last night was less than $500,000. That’s a whole nation with numerous oil &amp; gas investment."
2832,"Green hydrogen is expected to replace fossil fuels in heavy industrial processes, like steelmaking and cement and glass manufacturing.

It is overhyped though, and some politicians and oil &amp; gas companies are trying to force it into applications where it doesn't make sense."
2833,"@binnahar85 You became rich by digging some oil and gas,give  freedom to people as far as their freedom doesn't harm anybody,gulf countries as a whole are just consumers of products and services created by westerners which include all kinds of people"
2834,"@izabeth_432 @AbrahamOkah2 Bank managers,managers in oil &amp; gas,etc are relocating &amp; you think your monthly 200k is all there is in this life?"
2835,@CPANicholas @iTwerk4Coins @Caleantheaurin @barronsonline There are thousands of approved drilling permits oil companies are not using. Biden approved more than Trump. Corps were asked to produce more oil but refused because they want the supply low and prices high. Not drilling in the pristine Arctic has nothing to do with gas prices.
2836,@izabeth_432 @AbrahamOkah2 Them no dey tell man. Its a choice. Ppl don work for oil and gas and still https://t.co/EYJlHXY8WO VC japa. Politicians dey japa whenever there is issue or problem. The idea is having alternatives and options. It is well. Na still choice sha
2837,"EU Russian #Oil Embargo Supersedes Price Cap: Amrita Sen

https://t.co/I7aIaekbGH

#Bloomberg #Gas #Mining #OilPrices https://t.co/hu2r9xo5MJ"
2838,"JUST IN: #BNNRussia Reports

The Kremlin said: 

""The market impact of the ""ceiling"" of oil and gas prices is still difficult to assess - for the time being, we proceed from the fact that we will not supply, but we must analyze."""
2839,"CONTROL that's what it's all about that's why we are in perpetual crisis. The oil crisis of the 70s there was no shortage. Ukraine war oil gas prices gone through the roof but again there is no shortage &amp; oil companies are making billions more profits than last year, Covid crisis https://t.co/0hsRnAsP9S"
2840,"@neckobi @RealOlaudah Real Estate,  Hotels, Oil and Gas. Etc"
2841,"@DagnyTaggart963 @ShankHu15 I know. They can't substitute all of it but some of it. Europe is trying to find alternatives to oil and gas. They are investing heavily in other sources. 
If they get through this winter, they will most certainly put massive pressure on Russia."
2842,"@jglarusso @TommyVitolo My impression has been ASHP economics are solidly positive when replacing oil, but more marginal with gas (until recently?). Consumers, make decisions based on the economics and accept as an ancillary benefit the environmental pros."
2843,"@POTUS HOW is that being figured? Gas is still up, all consumer goods are still up, utilities are WAY up, and businesses are desperate for help/short staffed because noone wants to work. The Southern border is invading our nation and our oil industry is crippled by D.C. mandates. FACTS"
2844,@livi_lein @bennyjohnson Get Sleep Joe out and open up oil and gas. EASY
2845,"Greg Mullins is telling us there is no time to waste, we have to end the era of the fossil fuel bonanza. No more coal mining, natural gas or oil if we are survive as a species!

2022: The Year of Extremes \\ Climate Council https://t.co/6cEV1nO5LX via @YouTube"
2846,"@JohnGround5 @bennyjohnson Pull put of the Paris Agreement, open up oil and gas amd become energy independent. It worked last time 😉"
2847,Presently World is LIVING with OUTDATED Systems &amp;FAILED Systems and World DESTROYING LEADERS of ALL @UN 5 P Ms and CARTEL World ECONOMY Created by @G7 and CARTEL Finance &amp;FOREX &amp;GOLD MARKETS Created by @G7 and CARTEL Gas&amp; Oil MARKET Created by @OPECSecretariat
2848,"@t_d_h_nair RUSSIA CHINA BIGGEST COAL   , GAS  , OIL  , FOSSILS FUELS"
2849,"@AZgeopolitics @todorov_denis PILOTED crisis...
This will end when occult powers (not so occult...) will decide that crisis is over.
Oil and gas are not runnong out!"
2850,"@t_d_h_nair RUSSIA CHINA BIGGEST COAL, GAS, OIL, FOSSILS FUELS"
2851,"#Surgutneftegaz is engaged in prospecting, exploration and production of #hydrocarbons in three #oil and #gas provinces of #Russia - West Siberian, East Siberian and Timano-Pechora provinces. To know more: https://t.co/IF9T9dKrkZ"
2852,@JackMar16008694 @RossAMataz @malc_hill @lokiscottishrap Gas extracted in Scotland is refined here then sent straight to England 🤔 Do we see a penny of the profits 🤷‍♂️ Weird why do the English not want their own independence? Cause yous have no gas or oil of your own.
2853,"@DagnyTaggart963 @ShankHu15 True, but they don't need to substitute all of their oil and gas. They can get some of it elsewhere.
I still think it's a strategically wrong move from Russia to sell oil and gas to Europe. Once they get through this winter they will intensify their pressure on Russia."
2854,"#Surgutneftegaz is engaged in prospecting, exploration and production of #hydrocarbons in three #oil and #gas provinces of #Russia - West Siberian, East Siberian and Timano-Pechora provinces. To know more: https://t.co/0nggNBvwnj"
2855,"@t_d_h_nair CHINA RUSSIA BIGGEST COAL, GAS, OIL,  FOSSILS FUELS"
2856,"Naravno kad ulazes u istrazivanja onda i imas otkrica.
Za razliku od Hrvatske / Ina- e koju onemogucavas da ulaze !
Pogledajte izjavu Hernadija u povodu….

MOL makes oil discovery in Hungary - CEENERGYNEWS https://t.co/w1BumK2R9g"
2857,"@t_d_h_nair CHINA RUSSIA BIGGEST COAL, GAS, OIL, FOSSILS FUELS"
2858,"Oil price sinks on Wednesday as talks continue over Russia price-cap plan - MarketWatch

#latam #energy #oil #gas #renewables #climate #opec #environment

https://t.co/yPFR5YyTLZ https://t.co/LRx0M6ZpqA"
2859,@80_mcswan Just think NI can hold a referendum every 7years for unification however SCOTLAND has to go cap in hand to Westminster begging there something seriously wrong ….I think the answer lies in £££ oil gas whisky salmon etc etc so when does our 7years end ….
2860,"@darrengrimes_ Yep, like we've never had a fire on an oil rig, or a mining disaster or a gas explosion. Why do you keep showing people how ignorant you are?"
2861,"@YasinMonotheist @mr_ceej1 @BBCWorld Well guess what Ukraine is doing for the states, killing off Russian soldiers / Military. Who is USA top adversaries? China and Russia. Not so hard to figure that out, middle east lost it appeal once new ways of power come into reality beside Oil / Gas."
2862,"Govt's windfall tax has massive loophole meaning fossil fuel firms get taxpayer money for climate-wrecking oil &amp; gas projects – on top of billions in subsidies we already give them &amp; their obscene profits. This simply has to stop. 
Me for @BusinessGreen👇
https://t.co/RRx3JCzZlZ"
2863,"@Nudaveritas20 @ShankHu15 Yes because Europe can operate without a diesel, the US weekly draining their oil reserves because there is a shortage of oil .
Nobody can substitute at the moment the amount of gas Europe needs to survive, why do you think they were buying from China Russian LNG at high premium"
2864,🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤🍒🍊🍯🍞🥐🥖🥞🍯🍞🥐🥖🍎🍐Frankness over the need for oil and gas is required in the transition to a greener future
2865,"Politico newspaper quoted diplomats as saying that most EU member states support the proposal to impose a ceiling price on Russian oil at $65-70 per barrel, but Poland supports it.  30 USD/barrel.  Poland is aggravating the oil and gas situation as winter approaches. https://t.co/s2tR1aMjzW"
2867,Rischio cyber security per il settore Oil&amp;Gas #cybersecurity: Uno studio del Governo USA segnala che il mondo Oil Gas è troppo vulnerabile ad attacchi cyber sempre più mirati e pericolosi.  https://t.co/QDgKjXPvEr
2868,"Start fracking, open up every oil and gas fields you plank https://t.co/mUko3R5Tda"
2869,"@POTUS And we can't afford gas, oil and groceries!"
2870,@TheJuanWilliams Compare Trump POLICIES &amp; America’s standing. Inflation rate gas prices. Grocery prices home oil heat prices to Biden POLICIES to Biden inflation. To his gas prices grocery prices GDP. And Trump wins in a landslide. This is all that matters not personality contest u fool
2871,"@UKLabour Net govt receipts from the oil &amp; gas industry are hugely positive.

Over 70% of what you call fossil fuel energy ""subsidies"" are from reduced VAT on consumer bills.

Are you planning to slap 20% VAT on households' heating?"
2872,"@SparksN123 Yep, were not running out of fossil fuels. And the earth is very kindly replenishing our oil &amp; gas supplies, every day."
2873,@arvg1 @TalkTV @JuliaHB1 Scotland doesn’t need to subsidise England any longer.  We’re going whether you like it or not and keeping the £70bn that England takes every year.  As well as the oil and the gas.  And electricity.  And water.  Keep your sewage in the Westminster cesspit.
2874,Nova Scotians can expect carbon tax hikes of 14 and 17 cents a litre on gas and heating oil in July | SaltWire https://t.co/TVfrpgIMBz
2875,@DagnyTaggart963 @ShankHu15 It's mostly gas that Europe needs and gas is located in the same region as the oil fields in northern Syria
2876,"#聊骚 #反差婊 #反差 #文爱 #裸聊  https://t.co/nDcY1ltbw9  
Reflect gas view oil effort some.
🤐😅😄💥👌"
2877,Midwestern Oil and Gas Scholarship 2022/2023 For Both Secondary School &amp; University Students https://t.co/5dQl7DsZ2F
2878,North Waziristan: The next economic hub of Pakistan #chromite #copper #oil #gas https://t.co/bj90g7aWnf
2879,"@DerylLynn They are pricing us out of all things.  Oil price is &lt;$100 a barrel but we have fuel cost rises. Do we know the price of gas, has it really gone up in the realms of from £100 per month to £400 a month, doubtful. If the energy market was on its knees they'd all be going bust"
2880,"@arvg1 @TalkTV @JuliaHB1 What will you do for oil, gas and electricity? Where will you park your WMDs?

Don't worry, we'll send you blankets  candles and food parcels."
2881,"@otemple79 Hard to compare IMO, there's normally a discount for geopolitical risk with Nigerian assets and gas spot has recently fallen hard compared to price of oil that has dipped. GL with SAVE I'll keep an eye on them."
2882,"@Independent UK annual energy bills:

April 2021: £1,138
April 2022: £1,971
*April 2023: £4,200

UK Oil, Gas &amp; Energy companies’ annual profits:

April 2020/1: $1 billion
April 2021/2: $39 billion
April 2022/3: $74 billion
Cost of extraction has barely risen
This is a perversion of Capitalism"
2883,"@simona_azzolini @CFigueres But it's only additions, emissions are increasing because the total numbers of gas, coal &amp; oil are also increasing. 
Don't count on the market to save us, it got us into this mess."
2884,"@IkponmwosaAndr2 @Aminaruk But come oh, I can't understand the nonsense budget story, let them put it on bid and the companies who wins drills, people in oil &amp;gas ⛽ sector, speak up joor, what, as if oils has never been drilled in Nigeria, put it up on Nigeria -  round, pre-qualify companies."
2885,"@janemarie7650 @northsoundnews @Finlay_Jack5 Gas and oil is in our territorial waters, as for money coming, there'll be plenty because Westminster won't be keeping any of the tax revenues raised in Scotland. You should really educate yourself before wading into these matters, saving making a fool of yourself."
2886,@JamesMelville This is BS there are companies ready to find and supply oil and gas @PredatorOilGas for one! The govt are destroying the economy on purpose
2887,"EU considers price cap of $65-70 on Russian oil
The Economic Times
https://t.co/HAYpkRsCLG"
2888,🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤🍒🍊🍯🍞🥐🥖The TotalEnergies CEO backs controversial new oil and gas projects even as he pushes billions into clean energy. How long can he have it both ways?
2889,"🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨US Treasuries, gold, oil and gas and commodities funds are among those that have attracted the most inflows"
2890,"It's time to take over Total and the other oil,  gas  and coal companies ourselves.  Check out https://t.co/q52oxyDu5P for how and get in touch with us https://t.co/87lj8F4jM3 https://t.co/vxfh125NgX"
2891,"Indonesia's energy ministry launched a bidding round on four oil and gas blocks on Wednesday, as the country seek more investments in its upstream oil and gas sector, the ministry said in a statement.

#offshoreoilandgas #indonesia #investments https://t.co/0vR0SCDAMg"
2892,"@AZgeopolitics So these clowns are hopin that after ceiling Russia oil, support and weaponize the terrorist/Nazi regime to bring Russia on it kneels, declare Russia a sponsor of terrorism, conspire with UA to commit terrorist act on Russia soil…they will sell their gas to them when war is over"
2893,"#SpécialesPromo fin d'année !

Pour tous vos besoins de conception de sites web tout-type, contactez-nous !

#conceptionsiteweb #marketing #marketingdigital #website #design #oil #gas #logistics #supplychain #ecommerce #pme #pmi #industrie https://t.co/qCyxtNuBPw"
2894,"@energy_invictus Please tell us in simple English, do we have gas or oil there?"
2895,"Russia blacks out Ukraine Now blowing up Ukraines gas &amp; oil fields
Biden EU NATO still refuse to let Ukraine retaliate against any target in Russia where these attacks are being launched from &amp; now have agreed to buy Russian oil.  INSANE   https://t.co/3xF8F0KEqe"
2896,"@RoonieTweet @baldejock @keithlmj1 @Deshi113 @MahyarTousi ""WE""???

I think you misunderstand.  How have any UK citizens benefitted from N.S Gas and Oil?

It's not like Norway, who created a citizens fund, which has effectively given every citizen a million pound safety net.

Regardless, it belongs to the Crown, not Scotland nor England."
2897,@SkyNews Another waste of money why aren’t they spending there money and time drilling for oil and gas and coal if needed to get the price down that’s what they should be doing
2898,Maroc : Europa Oil &amp; Gas annonce l'abandon de son permis d'Inezgane https://t.co/Q4EE2kTy9k
2899,#Nigeria Starts Drilling for Oil &amp; Gas in Country’s North for First Time https://t.co/ShGLr8R83D https://t.co/wfGxxCLw5y
2900,"@DagnyTaggart963 No, Poland 30 USD!!! what generosity. Putin will deliver Russian oil (and quickly) free of charge with gas as a bonus. All Poles come with cans to fill them at the border. The first to arrive will receive 10 dollars, a gift from Putin 😂😂😂😂"
2901,"Next time WM ask which currency are u going to use. Ask WM this.
Who’s oil an gas are you going to use?
Who’s whisky are you going to export?
Who’s fisheries are you going to barter with?
Who’s renewable energy are you going to exploit?
Who’s fresh water are you going to steal? https://t.co/FyjYCfyhtV"
